Year,DATE,C,I,G,IM,EX,Temp,inflation,unemploy,LTGBY,pop_44,pop_64,top10,C2,I2,G2,IM2,EX2,pop_44_2,pop_64_2
2001,1/1/2001,0.011086058,-0.046391254,0.024176651,-0.016398819,-0.014732303,53.8,0.957670944,4.2,5.16,-0.005296555,0.033054426,41.94,0.000122901,0.002152148,0.00058451,0.000268921,0.000217041,2.80535E-05,0.001092595
2001,4/1/2001,0.006718797,0.000862375,0.021717463,-0.051683895,-0.035375638,53.8,1.043445267,4.4,5.14,0,0,41.94,4.51422E-05,7.43691E-07,0.000471648,0.002671225,0.001251436,0,0
2001,7/1/2001,0.003975974,-0.014242271,0.002926529,-0.036919831,-0.055860113,53.8,0.131430717,4.6,5.24,0,0,41.94,1.58084E-05,0.000202842,8.56457E-06,0.001363074,0.003120352,0,0
2001,10/1/2001,0.016548096,-0.048742866,0.020118767,-0.033807959,-0.045449995,53.8,-0.281267579,5.3,4.57,0,0,41.94,0.000273839,0.002375867,0.000404765,0.001142978,0.002065702,0,0
2002,1/1/2002,0.004229683,0.033836009,0.023736639,0.024788392,0.016465653,52,0.357277172,5.7,5.04,-0.006305707,0.034174439,41.49,1.78902E-05,0.001144876,0.000563428,0.000614464,0.000271118,3.97619E-05,0.001167892
2002,4/1/2002,0.012510911,0.010770116,0.016911765,0.056342183,0.036112258,52,1.086752857,5.9,5.21,0,0,41.49,0.000156523,0.000115995,0.000286008,0.003174442,0.001304095,0,0
2002,7/1/2002,0.012192118,-5.17E-05,0.012918776,0.021432561,0.01135232,52,0.426320667,5.8,4.65,0,0,41.49,0.000148648,2.67548E-09,0.000166895,0.000459355,0.000128875,0,0
2002,10/1/2002,0.010260778,0.004810677,0.019464141,0.024741986,-0.012406459,52,0.313768918,5.7,3.94,0,0,41.49,0.000105284,2.31426E-05,0.000378853,0.000612166,0.00015392,0,0
2003,1/1/2003,0.012605379,0.009111969,0.013910933,0.020142733,0.001196411,55,1.011959522,5.8,4.05,-0.007051934,0.031986748,41.64,0.000158896,8.3028E-05,0.000193514,0.00040573,1.4314E-06,4.97298E-05,0.001023152
2003,4/1/2003,0.012461677,0.006223855,0.012338858,-0.001438379,0.003286198,55,0.364298725,6,3.96,0,0,41.64,0.000155293,3.87364E-05,0.000152247,2.06893E-06,1.07991E-05,0,0
2003,7/1/2003,0.020805325,0.036453052,0.00982354,0.018987756,0.029578164,55,0.490018149,6.2,3.98,0,0,41.64,0.000432862,0.001328825,9.65019E-05,0.000360535,0.000874868,0,0
2003,10/1/2003,0.01184007,0.042557355,0.013871375,0.037974684,0.052443845,55,0.018060321,6,4.29,0,0,41.64,0.000140187,0.001811128,0.000192415,0.001442077,0.002750357,0,0
2004,1/1/2004,0.017097365,0.010697696,0.015724947,0.052123313,0.038472108,52.1,0.902853016,5.7,4.15,-0.003970958,0.03060248,42.42,0.00029232,0.000114441,0.000247274,0.00271684,0.001480103,1.57685E-05,0.000936512
2004,4/1/2004,0.012213001,0.050369064,0.014912971,0.051835726,0.032195466,52.1,1.431639227,5.6,4.35,0,0,42.42,0.000149157,0.002537043,0.000222397,0.002686942,0.001036548,0,0
2004,7/1/2004,0.016717605,0.024617696,0.01538329,0.025283884,0.008545548,52.1,0.352858151,5.5,4.5,0,0,42.42,0.000279478,0.000606031,0.000236646,0.000639275,7.30264E-05,0,0
2004,10/1/2004,0.019955815,0.03097097,0.013749788,0.048502373,0.034909337,52.1,0.597749648,5.5,4.1,0,0,42.42,0.000398235,0.000959201,0.000189057,0.00235248,0.001218662,0,0
2005,1/1/2005,0.012203205,0.040165683,0.015614534,0.017327505,0.030293106,53.4,0.629150647,5.3,4.22,-0.003643404,0.031044756,43.59,0.000148918,0.001613282,0.000243814,0.000300242,0.000917672,1.32744E-05,0.000963777
2005,4/1/2005,0.017470211,-0.00386147,0.010758007,0.024039691,0.029005086,53.4,1.337269885,5.2,4.34,0,0,43.59,0.000305208,1.4911E-05,0.000115735,0.000577907,0.000841295,0,0
2005,7/1/2005,0.019192976,0.022047244,0.017209037,0.025573148,0.005714727,53.4,1.216795201,5,4.18,0,0,43.59,0.00036837,0.000486081,0.000296151,0.000653986,3.26581E-05,0,0
2005,10/1/2005,0.009832997,0.045118723,0.013630532,0.049773535,0.037165016,53.4,0.507958009,5,4.46,0,0,43.59,9.66878E-05,0.002035699,0.000185791,0.002477405,0.001381238,0,0
2006,1/1/2006,0.016180362,0.024345065,0.020447714,0.022871723,0.046864589,53.8,0.539083558,4.7,4.42,-0.001512792,0.028424185,44.29,0.000261804,0.000592682,0.000418109,0.000523116,0.00219629,2.28854E-06,0.000807934
2006,4/1/2006,0.013999692,-0.000147618,0.011821247,0.022224238,0.032390382,53.8,1.692359249,4.7,4.99,0,0,44.29,0.000195991,2.17911E-08,0.000139742,0.000493917,0.001049137,0,0
2006,7/1/2006,0.013676362,3.69E-05,0.007546158,0.01992191,0.010686395,53.8,0.56022409,4.7,5.09,0,0,44.29,0.000187043,1.36234E-09,5.69445E-05,0.000396882,0.000114199,0,0
2006,10/1/2006,0.00786846,-0.012548904,0.016804167,-0.012833341,0.038023587,53.8,-0.85203998,4.4,4.73,0,0,44.29,6.19127E-05,0.000157475,0.00028238,0.000164695,0.001445793,0,0
2007,1/1/2007,0.015348877,-0.004148912,0.016451673,0.021196898,0.03036239,53.8,1.019170385,4.6,4.76,-0.00156448,0.024623675,44.04,0.000235588,1.72135E-05,0.000270658,0.000449308,0.000921875,2.4476E-06,0.000606325
2007,4/1/2007,0.011136532,0.013099125,0.018944271,0.022137833,0.028390368,53.8,1.917329089,4.5,4.69,0,0,44.04,0.000124022,0.000171587,0.000358885,0.000490084,0.000806013,0,0
2007,7/1/2007,0.012367363,-0.004890338,0.013971119,0.019462974,0.038760168,53.8,0.275928711,4.7,5,0,0,44.04,0.000152952,2.39154E-05,0.000195192,0.000378807,0.001502351,0,0
2007,10/1/2007,0.014155372,-0.016157856,0.020080464,0.027208349,0.038559649,53.8,0.711214555,4.7,4.53,0,0,44.04,0.000200375,0.000261076,0.000403225,0.000740294,0.001486847,0,0
2008,1/1/2008,0.0067726,-0.029856959,0.015531744,0.042009353,0.035757126,51.9,1.136773642,5,3.74,-0.001329953,0.020100814,43.56,4.58681E-05,0.000891438,0.000241235,0.001764786,0.001278572,1.76877E-06,0.000404043
2008,4/1/2008,0.01254448,-0.009010415,0.021308771,0.037568676,0.050736227,51.9,2.195344656,5,3.68,0,0,43.56,0.000157364,8.11876E-05,0.000454064,0.001411405,0.002574165,0,0
2008,7/1/2008,0.002882556,-0.016688971,0.019316193,0.010403848,0.008869994,51.9,1.163055346,5.8,4.01,0,0,43.56,8.30913E-06,0.000278522,0.000373115,0.00010824,7.86768E-05,0,0
2008,10/1/2008,-0.024825034,-0.076174846,-0.002377022,-0.140537349,-0.115440641,51.9,-2.828529429,6.5,3.81,0,0,43.56,0.000616282,0.005802607,5.65023E-06,0.019750746,0.013326542,0,0
2009,1/1/2009,-0.009276363,-0.126955241,6.62E-05,-0.170044658,-0.110862789,52.1,-0.497633075,7.8,2.52,-0.002291336,0.021053554,42.45,8.60509E-05,0.016117633,4.38055E-09,0.028915186,0.012290558,5.25022E-06,0.000443252
2009,4/1/2009,-0.000967906,-0.075040945,0.016048974,-0.027576573,0.006151607,52.1,1.060302337,9,2.93,0,0,42.45,9.36842E-07,0.005631143,0.00025757,0.000760467,3.78423E-05,0,0
2009,7/1/2009,0.013655601,-0.011965445,0.007034685,0.074062251,0.048386036,52.1,0.679071982,9.5,3.56,0,0,42.45,0.000186475,0.000143172,4.94868E-05,0.005485217,0.002341208,0,0
2009,10/1/2009,0.006599996,0.085424134,0.009281718,0.078317729,0.068225999,52.1,0.201188589,10,3.39,0,0,42.45,4.35599E-05,0.007297283,8.61503E-05,0.006133667,0.004654787,0,0
2010,1/1/2010,0.009675162,0.019762846,0.004165599,0.042401691,0.033108306,52.7,0.401415054,9.8,3.73,-0.048244221,0.018644673,43.81,9.36088E-05,0.00039057,1.73522E-05,0.001797903,0.00109616,0.002327505,0.000347624
2010,4/1/2010,0.010522877,0.054263566,0.010211245,0.041073553,0.033979203,52.7,0.475072152,9.9,3.85,0,0,43.81,0.000110731,0.002944535,0.00010427,0.001687037,0.001154586,0,0
2010,7/1/2010,0.009081024,0.040813477,-0.002369069,0.02916649,0.031653569,52.7,0.093250498,9.4,3.01,0,0,43.81,8.2465E-05,0.00166574,5.61249E-06,0.000850684,0.001001948,0,0
2010,10/1/2010,0.012571839,0.000849542,0.001899756,0.026530109,0.050498056,52.7,0.294916321,9.4,2.54,0,0,43.81,0.000158051,7.21722E-07,3.60907E-06,0.000703847,0.002550054,0,0
2011,1/1/2011,0.012262351,-0.014474625,-0.002686218,0.045358016,0.034633132,51.8,1.264822375,9.1,3.39,0.004605589,0.012537412,44.26,0.000150365,0.000209515,7.21577E-06,0.00205735,0.001199454,2.12115E-05,0.000157187
2011,4/1/2011,0.010873065,0.041432457,0.003960961,0.033845682,0.037100569,51.8,1.743310892,9.1,3.46,0,0,44.26,0.000118224,0.001716648,1.56892E-05,0.00114553,0.001376452,0,0
2011,7/1/2011,0.007682938,0.011055976,-0.009910678,0.009899155,0.019233496,51.8,0.408517984,9,3,0,0,44.26,5.90275E-05,0.000122235,9.82215E-05,9.79933E-05,0.000369927,0,0
2011,10/1/2011,0.005039517,0.078052351,-0.001944595,0.010279379,-0.003106454,51.8,-0.15205577,8.8,2.15,0,0,44.26,2.53967E-05,0.006092169,3.78145E-06,0.000105666,9.65006E-06,0,0
2012,1/1/2012,0.013886319,0.025438281,0.004216175,0.014680766,0.018557276,56.6,0.795638656,8.3,1.97,0.003297729,0.00045061,45.59,0.00019283,0.000647106,1.77761E-05,0.000215525,0.000344372,1.0875E-05,2.03049E-07
2012,4/1/2012,0.004179099,0.026910195,-0.0043257,-0.004118469,0.011689498,56.6,0.827531738,8.2,2.05,0,0,45.59,1.74649E-05,0.000724159,1.87117E-05,1.69618E-05,0.000136644,0,0
2012,7/1/2012,0.004934076,0.002730479,0.002779198,-0.010788262,0.005461275,56.6,0.219328148,8.2,1.53,0,0,45.59,2.43451E-05,7.45552E-06,7.72394E-06,0.000116387,2.98255E-05,0,0
2012,10/1/2012,0.009611733,-0.002193563,-0.002166226,0.00094518,0.004399156,56.6,0.03604047,7.8,1.75,0,0,45.59,9.23854E-05,4.81172E-06,4.69254E-06,8.93365E-07,1.93526E-05,0,0
2013,1/1/2013,0.010030719,0.040973354,-0.002809437,0.000690056,0.008223464,53.3,0.590329876,8,1.91,0.005568397,0.002379798,44.9,0.000100615,0.001678816,7.89294E-06,4.76177E-07,6.76254E-05,3.1007E-05,5.66344E-06
2013,4/1/2013,0.003369481,0.01230702,0.002433168,0.001633216,0.002438051,53.3,0.540980612,7.6,1.76,0,0,44.9,1.13534E-05,0.000151463,5.92031E-06,2.66739E-06,5.94409E-06,0,0
2013,7/1/2013,0.008192158,0.040356809,0.001309444,0.002681354,0.010480233,53.3,0.377979341,7.3,2.58,0,0,44.9,6.71115E-05,0.001628672,1.71464E-06,7.18966E-06,0.000109835,0,0
2013,10/1/2013,0.012517093,0.01448624,0.001690482,0.005818156,0.028051289,53.3,-0.279067646,7.2,2.62,0,0,44.9,0.000156678,0.000209851,2.85773E-06,3.38509E-05,0.000786875,0,0
2014,1/1/2014,0.00820694,-0.003919163,-0.000445789,0.025293716,-0.00238379,55.6,0.76122253,6.6,2.86,0.006182198,0.003445449,45.58,6.73539E-05,1.53598E-05,1.98728E-07,0.000639772,5.68245E-06,3.82196E-05,1.18711E-05
2014,4/1/2014,0.014125021,0.046633365,0.004874008,0.016434804,0.022017409,55.6,1.180867814,6.2,2.71,0,0,45.58,0.000199516,0.002174671,2.3756E-05,0.000270103,0.000484766,0,0
2014,7/1/2014,0.012641294,0.027099474,0.011824753,-0.004171551,0.001670007,55.6,0.114675844,6.2,2.54,0,0,45.58,0.000159802,0.000734381,0.000139825,1.74018E-05,2.78892E-06,0,0
2014,10/1/2014,0.010184117,0.009548059,-0.00075195,0.006404708,-0.009586529,55.6,-0.803351757,5.7,2.3,0,0,45.58,0.000103716,9.11654E-05,5.65429E-07,4.10203E-05,9.19015E-05,0,0
2015,1/1/2015,0.003161833,0.034773014,-0.000438968,-0.028035776,-0.032488848,56.3,-0.543199002,5.7,1.88,0.004400535,0.005333084,45.5,9.99719E-06,0.001209163,1.92693E-07,0.000786005,0.001055525,1.93647E-05,2.84418E-05
2015,4/1/2015,0.011906137,0.002681047,0.014492299,-0.005485755,0.00060896,56.3,1.205595644,5.4,1.94,0,0,45.5,0.000141756,7.18801E-06,0.000210027,3.00935E-05,3.70832E-07,0,0
2015,7/1/2015,0.009654194,0.003828507,0.006029498,-0.003985765,-0.017257868,56.3,0.262677374,5.2,2.32,0,0,45.5,9.32035E-05,1.46575E-05,3.63548E-05,1.58863E-05,0.000297834,0,0
2015,10/1/2015,0.003303049,-0.008112117,0.001383083,-0.019043876,-0.016985889,56.3,-0.449843688,5,2.07,0,0,45.5,1.09101E-05,6.58064E-05,1.91292E-06,0.000362669,0.00028852,0,0
2016,1/1/2016,0.008033228,-0.009948427,0.003683128,-0.018903661,-0.018134365,56.2,0.064634066,4.8,2.09,0.009911089,0.0040092,45.36,6.45328E-05,9.89712E-05,1.35654E-05,0.000357348,0.000328855,9.82297E-05,1.60737E-05
2016,4/1/2016,0.01133097,0.000647289,0.00596312,0.006571132,0.018285976,56.2,1.172350557,5.1,1.81,0,0,45.36,0.000128391,4.18983E-07,3.55588E-05,4.31798E-05,0.000334377,0,0
2016,7/1/2016,0.010422342,0.004682109,0.007782101,0.014716188,0.021648139,56.2,0.332681941,4.8,1.5,0,0,45.36,0.000108625,2.19221E-05,6.05611E-05,0.000216566,0.000468642,0,0
2016,10/1/2016,0.009760024,0.03047584,0.0066361,0.017410584,-0.000748899,56.2,0.222574197,4.9,1.76,0,0,45.36,9.52581E-05,0.000928777,4.40378E-05,0.000303128,5.6085E-07,0,0
2017,1/1/2017,0.013566011,0.000624814,0.004764473,0.026437069,0.031477318,56.1,0.790736963,4.7,2.43,0.009720902,6.65E-05,45.46,0.000184037,3.90393E-07,2.27002E-05,0.000698919,0.000990822,9.44959E-05,4.42173E-09
2017,4/1/2017,0.006978538,0.020784395,0.005159405,0.010476489,0.004274052,56.1,0.543517706,4.4,2.3,0,0,45.46,4.87E-05,0.000431991,2.66195E-05,0.000109757,1.82675E-05,0,0
2017,7/1/2017,0.010342187,0.019545587,0.00845597,0.004408928,0.014810401,56.1,0.396615691,4.3,2.32,0,0,45.46,0.000106961,0.00038203,7.15034E-05,1.94386E-05,0.000219348,0,0
2017,10/1/2017,0.016982987,0.021227965,0.019771102,0.040466392,0.039672887,56.1,0.370629636,4.2,2.36,0,0,45.46,0.000288422,0.000450626,0.000390896,0.001637529,0.001573938,0,0
2018,1/1/2018,0.014293726,0.019919427,0.013790716,0.019545155,0.015408818,56.2,0.88611838,4,2.58,0.009902588,-0.003683843,45.81,0.000204311,0.000396784,0.000190184,0.000382013,0.000237432,9.80612E-05,1.35707E-05
2018,4/1/2018,0.010636518,0.004690586,0.016164376,0.004105648,0.017836571,56.2,1.033075567,4,2.87,0,0,45.81,0.000113136,2.20016E-05,0.000261287,1.68563E-05,0.000318143,0,0
2018,7/1/2018,0.007983414,0.034400852,0.015515165,0.015357373,-0.010420732,56.2,0.327267568,3.8,2.89,0,0,45.81,6.37349E-05,0.001183419,0.00024072,0.000235849,0.000108592,0,0
2018,10/1/2018,0.006927483,0.003510439,0.006811726,0.005675873,0.000749359,56.2,-0.057494736,3.8,3.15,0,0,45.81,4.799E-05,1.23232E-05,4.63996E-05,3.22155E-05,5.61539E-07,0,0
2019,1/1/2019,0.003461189,0.012677538,0.014709105,-0.00911212,0.002640498,53.6,0.335116034,4,2.71,0.009968025,-0.005959941,45.67,1.19798E-05,0.00016072,0.000216358,8.30307E-05,6.97223E-06,9.93615E-05,3.55209E-05
2019,4/1/2019,0.013344642,0.011609787,0.017195303,0.0056321,0.000510986,53.6,1.198513227,3.7,2.53,0,0,45.67,0.000178079,0.000134787,0.000295678,3.17206E-05,2.61107E-07,0,0
2019,7/1/2019,0.012617878,0.011399522,0.014144684,-0.013827364,-0.005107252,53.6,0.274166008,3.7,2.06,0,0,45.67,0.000159211,0.000129949,0.000200072,0.000191196,2.6084E-05,0,0
2019,10/1/2019,0.01035288,-0.013733404,0.011461468,-0.02201046,-0.000197441,53.6,0.213017997,3.6,1.71,0,0,45.67,0.000107182,0.000188606,0.000131365,0.00048446,3.89829E-08,0,0
2020,1/1/2020,-0.013287428,-0.019921754,0.020283031,-0.037400348,-0.045736403,55.7,0.419427422,3.6,1.76,0.005491768,0.005962154,46.49,0.000176556,0.000396876,0.000411401,0.001398786,0.002091819,3.01595E-05,3.55473E-05
2020,4/1/2020,-0.090112001,-0.145359525,0.019626239,-0.20162912,-0.250279376,55.7,-0.540035417,14.8,0.66,0,0,46.49,0.008120173,0.021129392,0.000385189,0.040654302,0.062639766,0,0
2020,7/1/2020,0.097753039,0.195710291,-0.006242073,0.196286019,0.16296787,55.7,1.131485375,10.2,0.62,0,0,46.49,0.009555657,0.038302518,3.89635E-05,0.038528201,0.026558527,0,0
2020,10/1/2020,0.018711695,0.03829153,0.005580581,0.080219819,0.075856831,55.7,0.22995025,6.8,0.79,0,0,46.49,0.000350128,0.001466241,3.11429E-05,0.006435219,0.005754259,0,0
2021,1/1/2021,0.033340803,-0.002252364,0.031256999,0.048924713,0.051358983,56.3,1.0731144,6.4,1.08,0.004580748,-0.007754617,47.85,0.001111609,5.07314E-06,0.000977,0.002393628,0.002637745,2.09833E-05,6.01341E-05
2021,4/1/2021,0.048180737,-0.004415668,0.003933493,0.048815823,0.048472385,56.3,2.339788694,6.1,1.64,0,0,47.85,0.002321383,1.94981E-05,1.54724E-05,0.002382985,0.002349572,0,0
2021,7/1/2021,0.020951796,0.053148282,0.009927407,0.036033872,0.027098427,56.3,1.600975314,5.4,1.32,0,0,47.85,0.000438978,0.00282474,9.85534E-05,0.00129844,0.000734325,0,0
2021,10/1/2021,0.026594863,0.086925661,0.015494466,0.065851255,0.072915043,56.3,1.517761427,4.5,1.58,0,0,47.85,0.000707287,0.007556071,0.000240078,0.004336388,0.005316603,0,0
2022,1/1/2022,0.018686222,0.037614279,0.012843951,0.067955621,0.030692674,55.9,2.283464472,4,1.76,0.006177747,-0.007473298,48.27,0.000349175,0.001414834,0.000164967,0.004617966,0.00094204,3.81646E-05,5.58502E-05
2022,4/1/2022,0.022577008,-0.005832005,0.021821632,0.03628447,0.072843248,55.9,2.973832898,3.7,2.75,0,0,48.27,0.000509721,3.40123E-05,0.000476184,0.001316563,0.005306139,0,0
2022,7/1/2022,0.015452108,-0.003038616,0.014086102,-0.022924959,0.013205006,55.9,1.314662146,3.5,2.9,0,0,48.27,0.000238768,9.23319E-06,0.000198418,0.000525554,0.000174372,0,0
2022,10/1/2022,0.013164294,0.015154722,0.021103642,-0.02150132,-0.022921057,55.9,0.367161275,3.6,3.98,0,0,48.27,0.000173299,0.000229666,0.000445364,0.000462307,0.000525375,0,0
2023,1/1/2023,0.019679634,-0.014678287,0.015637302,-0.000128502,0.016922158,55.6,1.044906557,3.4,3.53,0.061533132,-0.002046728,,0.000387288,0.000215452,0.000244525,1.65128E-08,0.000286359,0.003786326,4.1891E-06
2023,4/1/2023,0.008177519,0.011532439,0.005577209,-0.031512659,-0.033607413,55.6,1.192332172,3.4,3.46,0,0,,6.68718E-05,0.000132997,3.11053E-05,0.000993048,0.001129458,0,0
2023,7/1/2023,0.014143005,0.028178148,0.026767742,0.011173333,0.023296644,55.6,0.866426547,3.5,3.9,0,0,,0.000200025,0.000794008,0.000716512,0.000124843,0.000542734,0,0
2023,10/1/2023,0.012580637,0.008016277,0.016059064,0.006666667,0.006895869,55.6,0.104507738,3.8,4.8,0,0,,0.000158272,6.42607E-05,0.000257894,4.44444E-05,4.7553E-05,0,0
